,Project ID,Project Name,Project Type,Project Subtype,Country Name,Country Code (ISO3),Region,Decision to Build or FBC (YYYY),Completion/Opening (YYYY),Completion/Opening (DD/MM/YYYY),"Actual Cost, millions (local currency)","Currency, Year (Actual Cost)",Mainline Length (km),Number of Stations (Rail only)
376,13451,Aanpassing Houten Castellum,Rail,Conventional,Netherlands,NLD,Europe,1998.0,2003,1/1/2003,20.4,"EUR, 1995",1.9,
377,13454,ABS Helmstedt Magdeburg Berlin,Rail,Conventional,Germany,DEU,Europe,1989.0,1995,12/1/1995,1135.579268,"EUR, 1995",,
378,13455,ABS Mannheim Stuttgart,Rail,Highspeed,Germany,DEU,Europe,1975.0,1991,1/1/1991,1687.263208,"EUR, 1995",98.8,
379,13460,"Airtrain, Brisbane",Rail,Airport rail link,Australia,AUS,Oceania,,,5/5/2001,220.0,AUD 2000,8.5,0
380,13462,"AKN Eisenbahn AG line A1 Hamburg
",Rail,Metro,Germany,DEU,Europe,1995.0,2001,1/1/2001,,,,
381,13463,"Alameda Rail corridor, Los Angeles",Rail,Conventional,United States of America,USA,North America,,2002,4/1/2002,2400.0,"USD, 2003",32,
382,13466,"Alice Springs-Darwin Rail, NT",Rail,Conventional,Australia,AUS,Oceania,,,9/17/2003,1400.0,AUD 2002,1420,0
383,13469,"Älvkarleby-Bomansberget, 2005",Rail,Conventional,Sweden,SWE,Europe,1994.0,2005,1/1/2005,510.4,"SEK, 2005",,
384,13470,Amersfoort-Amersfoort aansluiting,Rail,Conventional,Netherlands,NLD,Europe,1992.0,2001,1/1/2001,94.97,"EUR, 1995",1,
385,13472,Amsterdam CS-Zaanstraat 6-sporig,Rail,Conventional,Netherlands,NLD,Europe,1991.0,1999,1/1/1999,97.82,"EUR, 1995",2,
386,13474,"Amsterdam Ring Line, Ringlijn",Rail,Metro,Netherlands,NLD,Europe,,1997,7/1/1997,,,,
387,13481,"Arlöv–Malmö, 2008",Rail,Conventional,Sweden,SWE,Europe,2004.0,2008,1/1/2008,668.0,"SEK, 2008",,
388,13487,"Atlanta MARTA metro, 1971-1986",Rail,Heavy Rail,United States of America,USA,North America,1971.0,1986,1/1/1986,2720.0,"USD, 1988",43.1,26
389,13488,"Atlanta North Line Extension, 1990-2000",Rail,Heavy Rail,United States of America,USA,North America,1990.0,2000,12/1/2000,472.7,"USD, 1997",4.988954,3
390,13489,"Attarp och Önnestad, 2005",Rail,Conventional,Sweden,SWE,Europe,1998.0,2005,1/1/2005,49.9,"SEK, 2005",,
391,13530,Amsterdam North-South Line,Rail,Metro,Netherlands,NLD,Europe,2002.0,2018,7/1/2018,3100.0,"EUR, 2010",9.8,8
392,13540,"Baltimore Central Light Rail Line, na-1992",Rail,Light rail,United States of America,USA,North America,,1992,1/1/1992,364.0,"USD, 1993",36.2,24
393,13542,Barcelona L2 Metro Extension to Badalona,Rail,Metro,Spain,ESP,Europe,2005.0,2010,7/1/2010,70.0,"EUR, 2008",0.7,1
394,13543,"Baltimore Central LRT Double Tracking, 2000-2006",Rail,Light rail,United States of America,USA,North America,2000.0,2006,2/1/2006,210.0,"USD, 2004",15.1,
395,13544,"Baltimore Johns Hopkins extension, 1984-1995",Rail,Heavy Rail,United States of America,USA,North America,1984.0,1995,5/1/1995,353.0,"USD, 1991",2.4,2
396,13546,"Bangkok Mass Rapid Transit Line (MRT), 2004 (metro, se mat fra MRTA)",Rail,Metro,Thailand,THA,Asia,,2004,7/1/2004,100000.0,"THB, constant",20,
397,13547,"Bangkok Suvarnabhumi Airport Rail Link (SARL), 2005-2010, (110930 cantarelli em flyvbjerg)",Rail,Metro,Thailand,THA,Asia,2004.0,2010,8/1/2010,,,28.8,8
398,13548,"Bangkok Transit System (BTS) (Skytrain), 1992-1999",Rail,Metro,Thailand,THA,Asia,1992.0,1999,12/1/1999,55400.0,"THB, 1999",23.5,23
399,13551,Beijing (110930 cantarelli em flyvbjerg),Rail,Conventional,China,CHN,Asia,,2007,10/1/2007,,,28.16,
400,13552,Beijing-Shanghai HSR,Rail,Highspeed,China,CHN,Asia,,2011,6/1/2011,220000.0,CNY,1302,24
401,13553,Barcelona L3 Metro Extension to Trinitat Nova,Rail,Metro,Spain,ESP,Europe,2003.0,2008,10/1/2008,151.0,"EUR, 2006",1.9,2
402,13555,"Beijing-Zhengzhou Line, 1993-1998",Rail,Conventional,China,CHN,Asia,1993.0,1998,12/1/1998,3698.4,"CNY, 1993",694,
403,13557,"Beneluxlijn, Rotterdam (now part of Calandlijn, Rotterdam), 2002",Rail,Metro,Netherlands,NLD,Europe,,2002,11/1/2002,,,11.5,6
404,13561,Betuweroute Doublet (different costs),Rail,Conventional,Netherlands,NLD,Europe,1996.0,2007,6/1/2007,4648.0,"EUR, 2005",160,2
405,13564,Barcelona L5 to Vall d'Hebron,Rail,Metro,Spain,ESP,Europe,2007.0,2010,7/1/2010,320.0,"EUR, 2009",2.5,3
406,13575,Barcelona Metro Line 9 -  Southern Segment to Airport,Rail,Metro,Spain,ESP,Europe,2002.0,2016,2/1/2016,2900.0,"EUR, 2009",16.9,15
407,13577,Bilbao metro - Line 1 extension: Bolueta - Etxebarri,Rail,Metro,Spain,ESP,Europe,,2005,1/1/2005,,,0.745,
408,13579,Birmingham Midland Metro 1999,Rail,Light Rail Transit,United Kingdom,GBR,Europe,1995.0,1999,1/1/1999,160.0,"GBP, 2004",21,23
409,13582,"Blekinge kustbanan, 2007",Rail,Conventional,Sweden,SWE,Europe,2004.0,2007,1/1/2007,838.0,"SEK, 2007",,
410,13583,"Borlänge-Långsele, 2007",Rail,Conventional,Sweden,SWE,Europe,1998.0,2007,1/1/2007,119.5,"SEK, 2007",,
411,13585,"Boston NYC Washington railway, 1971-1986",Rail,Highspeed,United States of America,USA,North America,1971.0,1986,1/1/1986,3467.2,"USD, 1986",727.91,
412,13586,Barcelona Sabadell tunnel,Rail,Metro,Spain,ESP,Europe,2007.0,2017,7/1/2017,430.0,"EUR, 2012",4.4,4
413,13587,"Boston Old Colony Rehabilitation, 1988-1997; 110804 krause em bf",Rail,Conventional,United States of America,USA,North America,1988.0,1997,1/1/1997,565.0,"USD, 1995",100,14
414,13589,Botlek - Europoort,Rail,Conventional,Netherlands,NLD,Europe,1990.0,1995,1/1/1995,10.59,"EUR, 1995",13,
415,13590,Boxtel-Liempde,Rail,Conventional,Netherlands,NLD,Europe,1994.0,2001,1/1/2001,85.19,"EUR, 1995",3.5,
416,13593,"Brisbane Airtrain, 2001",Rail,Conventional,Australia,AUS,Oceania,,2001,5/1/2001,220.0,AUD,13,6
417,13597,Barcelona Terrassa tunnel,Rail,Metro,Spain,ESP,Europe,2008.0,2015,7/1/2015,401.0,"EUR, 2012",4.5,3
418,13602,"Buffalo LRT, 1977-1986",Rail,Light rail,United States of America,USA,North America,1977.0,1989,1/1/1989,722.0,"USD, 1988",10.3,14
419,13608,Barcelona Metro Line 11,Rail,Metro,Spain,ESP,Europe,,2003,12/1/2003,84.0,"EUR, 2002",2.3,5
420,13609,"Butler Rail Extension, Perth",Rail,Station & Extension,Australia,AUS,Oceania,40360.0,2014,9/21/2014,241.0,AUD 2013,7.5,1
421,13611,Bybanen i Bergen,Rail,Metro,Norway,NOR,Europe,,2010,6/22/2010,1956.823,"NOK, 2007",10,
422,13615,"Calcutta (Kolkata) Metro, tilføj (data fra Singh 2002) 1972-1984",Rail,Metro,India,IND,Asia,1972.0,1984,10/24/1984,684.0,"USD, 1984",3.4,5
423,13616,Calgary CTrain,Rail,Light rail,Canada,CAN,North America,,1981,5/1/1981,,,12.9,
424,13618,"Camden-Trenton South Jersey River line, 1996-2004",Rail,Light rail,United States of America,USA,North America,1996.0,2004,3/1/2004,850.0,const,55,20
425,13619,"Barcelona Trambaix Network (T1, T2, and T3 Lines)",Rail,Light rail,Spain,ESP,Europe,,2007,4/1/2007,301.0,"EUR, 2004",15.1,29
426,13620,Canada Line,Rail,Transit,Canada,CAN,North America,,,,,,,
427,13622,"Caracas metro, Line 3",Rail,Metro,Venezuela (Bolivarian Republic of),VEN,South America,,1994,1/1/1994,372.0,USD,7,5
428,13625,"Central Line upgrade, London",Rail,Rolling stock,United Kingdom,GBR,Europe,,,,500.0,GBP 2022,,
429,13630,"Barcelona Trambesos Network (T4, T5, and T6 Lines)",Rail,Light rail,Spain,ESP,Europe,,2008,6/1/2008,277.0,"EUR, 2006",14,27
430,13632,"Channel Tunnel Rail Link, High Speed 1",Rail,Highspeed,United Kingdom,GBR,Europe,1996.0,2003,9/1/2003,6163.0,GBP,108,4
431,13634,"Charlotte's LYNX line; South Corridor Light Rail Line, aka Lynx Blue line, 1998-2007",Rail,Light Rail Transit,United States of America,USA,North America,1998.0,2007,11/1/2007,462.8,"USD, 2007",15.4,15
432,13636,"Chengdu-Kunming line, 1993-2001",Rail,Conventional,China,CHN,Asia,1993.0,2001,12/1/2001,4454.6,"CNY, 1993",1094,
433,13641,Berlin U5-U55 connection,Rail,Metro,Germany,DEU,Europe,2010.0,2020,12/4/2020,525.0,"EUR, 2015",2.2,3
434,13645,"Chicago Douglas Branch Reconstruction, 2000-2005",Rail,Heavy Rail,United States of America,USA,North America,2000.0,2005,1/1/2005,440.8,"USD, 2004",10.62,8
435,13646,"Chicago Metra North Central, 1998-2006",Rail,Heavy Rail,United States of America,USA,North America,1998.0,2006,1/1/2006,216.8,"USD, 2004",18.6,22
436,13647,"Chicago Metra Southwest Corridor, 1998-2006",Rail,Heavy Rail,United States of America,USA,North America,1998.0,2006,1/1/2006,185.3,"USD, 2004",11,12
437,13648,"Chicago Metra UP West, 1998-2006",Rail,Heavy Rail,United States of America,USA,North America,1998.0,2006,1/1/2006,106.1,"USD, 2004",8.5,3
438,13649,Chicago O'Hare Blue Line (110930 cantarelli em flyvbjerg),Rail,Conventional,United States of America,USA,North America,,1984,1/1/1984,,,23.5,
439,13650,"Chicago Orange Line SW Transitway, 1982-1993",Rail,Heavy Rail,United States of America,USA,North America,1982.0,1993,10/1/1993,522.0,"USD, 1990",14.5,8
440,13651,"Chicago Skokie Swift transit, 1962-1966",Rail,Heavy Rail,United States of America,USA,North America,1962.0,1966,1/1/1966,0.8,"USD, 1966",8.2,2
441,13653,Bilbao Line 3,Rail,Metro,Spain,ESP,Europe,2009.0,2017,4/1/2017,279.0,"EUR, 2013",5.9,7
442,13656,"Chongqing-Guiyang, 1986-1994",Rail,Conventional,China,CHN,Asia,1986.0,1994,12/1/1994,887.1,"CNY, 1994",456,
443,13662,"Cleveland transit Southeast, 1960-1967",Rail,Conventional,United States of America,USA,North America,1960.0,1967,1/1/1967,34.9,"USD, 1967",,
444,13664,Bilbao Line A Tram,Rail,Light rail,Spain,ESP,Europe,1999.0,2002,12/1/2002,40.0,"EUR, 2001",5.6,14
445,13666,Cologne metro,Rail,Metro,Germany,DEU,Europe,1968.0,1970,1/1/1970,299.9,"USD, 1970",,
446,13667,Cologne subway (see email BF to CC 15 May 2013),Rail,Metro,Germany,DEU,Europe,2002.0,,,2300.0,EUR,6.6,
447,13671,Copenhagen airport link,Rail,Conventional,Denmark,DNK,Europe,,,,,,,
448,13672,"Copenhagen metro, stage 1, Vestamager-Amagerbro-Nørreport, Lergravsparken-Amagerbro/Chr Møllers Pl",Rail,Metro,Denmark,DNK,Europe,1992.0,2002,10/1/2002,6800.0,"DKK, 2007",11,11
449,13673,"Copenhagen metro, stage 2A+B, Nørreport-Vanløse",Rail,Metro,Denmark,DNK,Europe,1992.0,2003,1/1/2003,3500.0,"DKK, 2007",5.8,5
450,13674,"Copenhagen metro, stage 3, Lergravsparken-Lufthavnen",Rail,Metro,Denmark,DNK,Europe,1992.0,2007,9/28/2007,2100.0,"DKK, 2007",4.2,6
451,13675,Boston Green Line Extension,Rail,Heavy Rail,United States of America,USA,North America,2014.0,2021,12/1/2021,2300.0,"USD, 2018",6.9,6
452,13685,"Dallas North Central LRT Extension, 1996-2002",Rail,Light rail,United States of America,USA,North America,1996.0,2002,12/1/2002,437.3,"USD, 2001",20.12,10
453,13686,Brescia Metro,Rail,Light Rail Transit,Italy,ITA,Europe,2004.0,2013,3/1/2013,935.0,"EUR, 2013",13.7,17
454,13688,"Dallas South Oak Cliff LRT, 1990-1996",Rail,Light rail,United States of America,USA,North America,1990.0,1996,6/1/1996,360.0,"USD, 1994",15.4,13
455,13690,"Datong-Taiyuan, 1984-1989",Rail,Conventional,China,CHN,Asia,1984.0,1989,12/1/1989,697.3,"CNY, 1984",540,
456,13693,Degermyr banan,Rail,Conventional,Sweden,SWE,Europe,,1994,1/1/1994,,,,
457,13696,Delhi - Airport Rail Link,Rail,Metro,India,IND,Asia,,2011,1/1/2011,,,22.7,6
458,13697,Calgary Blue Line West Extension,Rail,Light Rail Transit,Canada,CAN,North America,,2012,12/1/2012,1500.0,"CAD, 2010",8.2,6
459,13698,"Delhi metro, aka New Delhi metro, (Phase I & II) 1998-2011",Rail,Metro,India,IND,Asia,1998.0,2011,8/27/2011,2160.0,"USD, 2002",189.63,145
460,13699,Den Haag-Rijswijk 4-sporig,Rail,Conventional,Netherlands,NLD,Europe,1992.0,1998,1/1/1998,115.13,"EUR, 1995",5.5,
461,13702,"Denver Southeast LRT Corridor, 1997-2006",Rail,Light rail,United States of America,USA,North America,1997.0,2006,11/1/2006,850.8,"USD, 2003",30.77,13
462,13703,"Denver Southwest LRT, 1995-2000",Rail,Light rail,United States of America,USA,North America,1995.0,2000,7/1/2000,177.7,"USD, 1999",14,5
463,13704,"Detroit DPM, 1980-1987",Rail,Conventional,United States of America,USA,North America,1980.0,1987,1/1/1987,215.0,"USD, 1988",4.7,13
464,13708,Calgary Northeast LRT Extension to Saddle Ridge,Rail,Light Rail Transit,Canada,CAN,North America,,2012,8/1/2012,124.0,"CAD, 2011",2.9,2
465,13709,Disneyland Resort Line (DRL),Rail,Metro,"China, Hong Kong Special Administrative Region",HKG,Asia,2002.0,2005,8/1/2005,,,3.3,2
466,13711,Dobbeltspor Barkåker-Tønsberg (Vestfold railway),Rail,Conventional,Norway,NOR,Europe,,,1/1/2007,1743.0,"NOK, 2013",5.7,
467,13712,Dobbeltspor Lysaker-Sandvika (Asker line),Rail,Conventional,Norway,NOR,Europe,,,1/1/2006,3632.0,"NOK, 2013",3.4,
468,13713,Dobbeltspor Sandnes Stavanger,Rail,Conventional,Norway,NOR,Europe,,2010,1/1/2005,2530.0,"NOK, 2013",,
469,13714,Dobbeltspor Sandnes-Stavanger,Rail,Conventional,Norway,NOR,Europe,,2010,1/1/2005,2068.0,"NOK, 2013",,
470,13715,Dobbeltspor Sandvika Asker (Asker line),Rail,Conventional,Norway,NOR,Europe,,2005,,3721.0,"NOK, 2013",9.97,
471,13716,Docklands Light Railway Lewisham Extension,Rail,Light rail,United Kingdom,GBR,Europe,1996.0,1999,12/1/1999,200.0,GBP 2019,4.2,3
472,13717,"Domnarvet Växelförbindelse, 2009",Rail,Shunting yard,Sweden,SWE,Europe,2004.0,2009,1/1/2009,96.9,"SEK, 2009",,
473,13719,Calgary Northwest LRT Extension to Rocky Ridge/Tuscany,Rail,Light Rail Transit,Canada,CAN,North America,,2014,8/1/2014,114.0,"CAD, 2012",2.3,1
474,13723,"Dubai metro, na-2009",Rail,Metro,United Arab Emirates,ARE,Asia,,2009,9/1/2009,76000.0,USD,75,47
475,13764,Copenhagen City Circle Line,Rail,Metro,Denmark,DNK,Europe,2011.0,2020,3/1/2020,24520.0,"DKK, 2016",15.5,17
476,13775,Copenhagen M1 and M2 Lines (initial segment and extension to Airport),Rail,Metro,Denmark,DNK,Europe,1996.0,2007,9/1/2007,11400.0,"DKK, 2002",21,23
477,13783,East Coast Main Line  refurbishment,Rail,Conventional,United Kingdom,GBR,Europe,,,,306.0,"GBP, 1984",632,
478,13786,Copenhagen M4 to North Harbour,Rail,Metro,Denmark,DNK,Europe,,2020,3/1/2020,3200.0,"EUR, 2017",1.4,2
479,13787,"Edänge, 2005",Rail,Conventional,Sweden,SWE,Europe,1994.0,2005,1/1/2005,227.2,"SEK, 2005",,
480,13797,Dallas Blue Line Extension to Rowlett,Rail,Light Rail Transit,United States of America,USA,North America,2009.0,2012,12/1/2012,310.0,"USD, 2011",7.4,1
481,13799,EIB98:1,Rail,Conventional,,,,,1991,1/1/1991,,,,
482,13807,EIB98:2,Rail,Conventional,,,,,1991,1/2/1991,,,,
483,13809,EIB98:3,Rail,Conventional,,,,,1991,1/3/1991,,,,
484,13810,EIB98:4,Rail,Conventional,,,,,1991,1/4/1991,,,,
485,13811,EIB98:5,Rail,Conventional,,,,,1991,1/5/1991,,,,
486,13812,EIB98:6,Rail,Conventional,,,,,1991,1/6/1991,,,,
487,13813,EIB98:7,Rail,Conventional,,,,,1991,1/7/1991,,,,
488,13819,Dallas Orange Line Phase 1 to Irving,Rail,Light Rail Transit,United States of America,USA,North America,2009.0,2012,7/1/2012,500.0,"USD, 2011",8.7,3
489,13829,Flevolijn Gooiboog,Rail,Conventional,Netherlands,NLD,Europe,1998.0,2003,1/1/2003,54.96,"EUR, 1995",1.8,
490,13830,Dallas Orange Line Phase 2 to Belt Line,Rail,Light Rail Transit,United States of America,USA,North America,2009.0,2012,12/1/2012,400.0,"USD, 2011",6.3,2
491,13831,Florida High Speed Rail,Rail,Highspeed,United States of America,USA,North America,,,,,,,
492,13837,Fouracre 01,Rail,Conventional,,,,,1980,1/1/1980,93.5,"USD, 1987",,
493,13838,Fouracre 02,Rail,Conventional,,,,,1980,1/1/1980,93.5,"USD, 1987",,
494,13839,Fouracre 03,Rail,Conventional,,,,,1980,1/1/1980,93.5,"USD, 1987",,
495,13840,Fouracre 04,Rail,Conventional,,,,,1980,1/1/1980,93.5,"USD, 1987",,
496,13841,Dallas Orange Line Phase 3 to DFW,Rail,Light Rail Transit,United States of America,USA,North America,2012.0,2014,8/1/2014,397.0,"USD, 2013",7.6,1
497,13842,Fouracre 05,Rail,Conventional,,,,,1980,1/1/1980,93.5,"USD, 1987",,
498,13843,Fouracre 06,Rail,Conventional,,,,,1980,1/1/1980,93.5,"USD, 1987",,
499,13844,Fouracre 07,Rail,Conventional,,,,,1980,1/1/1980,93.5,"USD, 1987",,
500,13845,Fouracre 08,Rail,Conventional,,,,,1980,1/1/1980,93.5,"USD, 1987",,
501,13846,Fouracre 09,Rail,Conventional,,,,,1980,1/1/1980,93.5,"USD, 1987",,
502,13847,Fouracre 10,Rail,Conventional,,,,,1980,1/1/1980,93.5,"USD, 1987",,
503,13848,Fouracre 11,Rail,Conventional,,,,,1980,1/1/1980,93.5,"USD, 1987",,
504,13849,Fouracre 12,Rail,Conventional,,,,,1980,1/1/1980,93.5,"USD, 1987",,
505,13852,Dallas South Oak Cliff/UNT Blue Line Extension,Rail,Light Rail Transit,United States of America,USA,North America,2014.0,2016,10/1/2016,195.0,"USD, 2015",4.2,2
506,13856,Gaasperdammerweg/Diemen - Weesp,Rail,Conventional,Netherlands,NLD,Europe,1992.0,1998,1/1/1998,48.25,"EUR, 1995",6,
507,13859,Gardermoen airport link,Rail,Highspeed,Norway,NOR,Europe,1992.0,1998,10/1/1998,7743.0,"NOK, 1998",48,
508,13862,Gautrain,Rail,Conventional,South Africa,ZAF,Africa,2010.0,,,12000.0,"ZAR, 2002",80,10
509,13863,Denver A Line,Rail,Commuter Rail,United States of America,USA,North America,2010.0,2016,4/1/2016,1403.0,"USD, 2013",37.8,7
510,13864,"Gävle-Östersund, 2007",Rail,Conventional,Sweden,SWE,Europe,1994.0,2007,1/1/2007,317.4,"SEK, 2007",,
511,13868,Gevingåsen tunnel,Rail,Conventional,Norway,NOR,Europe,,,1/1/2008,732.0,"NOK, 1987",4.4,
512,13872,"Godstågsviadukten, 2009",Rail,Freight train viaduct,Sweden,SWE,Europe,2004.0,2009,1/1/2009,336.5,"SEK, 2009",,
513,13873,Gold Coast Light Rail,Rail,Light Rail,Australia,AUS,Oceania,,,7/20/2014,1600.0,AUD 2014,13,16
514,13875,Denver Gold G Line,Rail,Commuter Rail,United States of America,USA,North America,2011.0,2019,4/1/2019,505.0,"USD, 2015",18,7
515,13879,"Göteborg C, 2007",Rail,Conventional,Sweden,SWE,Europe,2004.0,2007,1/1/2007,154.5,"SEK, 2007",,
516,13880,Gouda - Gouda Oost,Rail,Conventional,Netherlands,NLD,Europe,1992.0,1998,1/1/1998,32.9,"EUR, 1995",3,
517,13881,Gouda Westzijde 5e spoor,Rail,Conventional,Netherlands,NLD,Europe,1993.0,1999,1/1/1999,12.09,"EUR, 1995",,
518,13886,Denver R Line,Rail,Light Rail Transit,United States of America,USA,North America,2013.0,2017,2/1/2017,654.0,"USD, 2015",16.9,8
519,13888,Grenoble tramway line 1,Rail,Light rail,France,FRA,Europe,1983.0,1987,1/1/1987,146.0461585,"EUR, 1987",8.8,
520,13889,Grödingebanan,Rail,Conventional,Sweden,SWE,Europe,1982.0,1994,1/1/1994,2739.0,"SEK, 1994",,
521,13890,Groningen-Leeuwarden,Rail,Conventional,Netherlands,NLD,Europe,1995.0,2001,1/1/2001,51.8,"EUR, 1995",50,
522,13891,Groningen-Sauwerd,Rail,Conventional,Netherlands,NLD,Europe,1998.0,2003,1/1/2003,34.61,"EUR, 1995",7,
523,13893,"Guang-Mei-Shan Railway, 1992-1995",Rail,Conventional,China,CHN,Asia,1992.0,1995,12/1/1995,3657.7,"CNY, 1992",479.3,
524,13897,Denver Southeast Extension,Rail,Light Rail Transit,United States of America,USA,North America,,2019,5/1/2019,209.0,"USD, 2018",3.7,3
525,13899,"Hallsberg
rangerbangård, 2005",Rail,Shunting yard,Sweden,SWE,Europe,2004.0,2005,1/1/2005,483.0,"SEK, 2005",,
526,13900,"Hallsberg rangerbangård, 2000",Rail,Shunting yard,Sweden,SWE,Europe,1998.0,2000,1/1/2000,306.9,"SEK, 2000",,
527,13901,"Hamnbanan, 2005",Rail,Electrification,Sweden,SWE,Europe,1998.0,2005,1/1/2005,100.8,"SEK, 2005",,
528,13907,Heerhugowaard-Schagen 2-sporig,Rail,Conventional,Netherlands,NLD,Europe,1992.0,1998,1/1/1998,34.36,"EUR, 1995",15,
529,13910,"Hefei-Jiujiang Railway, 1993-1995",Rail,Conventional,China,CHN,Asia,1993.0,1995,6/1/1995,1952.0,"CNY, 1993",320,11
530,13911,Hemboog,Rail,Conventional,Netherlands,NLD,Europe,1999.0,2003,1/1/2003,99.07,"EUR, 1995",0.3,
531,13917,Holmån banan,Rail,Conventional,Sweden,SWE,Europe,,1994,1/1/1994,,,,
532,13918,"Hong Kong Airport Railway (includes two lines: 1, Airport Express (express service wihout intermediate stops) and 2, Tung Chung Line (slower stopping service on same alignment) Correct",Rail,Metro,China,CHN,Asia,,1998,7/1/1998,,,,
533,13919,Dusseldorf Wehrhahn Line,Rail,Metro,Germany,DEU,Europe,2007.0,2016,2/20/2016,929.0,"EUR, 2012",3.4,6
534,13920,"Hong Kong Metro, na-1979",Rail,Metro,"China, Hong Kong Special Administrative Region",HKG,Asia,,1979,9/1/1979,,,211.6,
535,13922,Hoorn - Hoorn Kersenboogerd,Rail,Conventional,Netherlands,NLD,Europe,1992.0,1994,1/1/1994,16.57,"EUR, 1995",2.5,
536,13924,HSL South (HSL Zuid),Rail,Highspeed,Netherlands,NLD,Europe,,2009,9/1/2009,,,125,
537,13925,"HSR 1 Southeast, Paris-Lyon",Rail,Highspeed,France,FRA,Europe,,1981,1/1/1981,,,380,
538,13926,"HSR 2 Atlantic, Paris-Le Mans/Tours",Rail,Highspeed,France,FRA,Europe,1983.0,1992,1/1/1992,,"EUR, 1992",285,5
539,13927,"HSR 3 North, Paris-Lille-Calais/Channel tunnel",Rail,Highspeed,France,FRA,Europe,1987.0,1993,5/1/1993,,"EUR, 1995",350,
540,13928,"HSR 4 Rhone Alps, Montanay Jct–Satolas Airport–St Marcel les Valence",Rail,Highspeed,France,FRA,Europe,1988.0,1994,1/1/1994,1261.0,"EUR, 2003",106,
541,13929,"HSR 5 Mediterranean, Valence–Marseille/Nîmes",Rail,Highspeed,France,FRA,Europe,1992.0,2001,6/1/2001,4362.0,"EUR, 2003",250,9
542,13931,"HSR 6 Interconnection, Paris, connects diff HSR lines",Rail,Highspeed,France,FRA,Europe,1988.0,1994,1/1/1994,1397.0,"EUR, 2003",102,
543,13932,"HSR 7 East, first phase",Rail,Highspeed,France,FRA,Europe,1996.0,2007,1/1/2007,3797.0,"EUR, 2003",299,
544,13933,"HSR Madrid-Barcelona- French Frontier (Figueres), 1988 - 2008/2012
",Rail,Highspeed,Spain,ESP,Europe,1988.0,2008,1/1/2008,9000.0,EUR,664,
545,13935,"HSR Rhin-Rhone, East, first stage, 2011",Rail,Highspeed,France,FRA,Europe,2002.0,2011,12/1/2011,2349.0,"EUR, 2016",140,
546,13936,"HSR Seville-Madrid, 1992
",Rail,Highspeed,Spain,ESP,Europe,,1992,4/1/1992,,"EUR, 1992",471.8,5
547,13937,"Hudson-Bergen light rail MOS-1, New Jersey, 1992-2002",Rail,Light rail,United States of America,USA,North America,1992.0,2002,1/1/2002,,,,
548,13938,"Hudson-Bergen light rail MOS-2, New Jersey, 1992-2006",Rail,Light rail,United States of America,USA,North America,,2006,1/1/2006,,,,
549,13941,Hamburg U4 to Elbbrücken,Rail,Metro,Germany,DEU,Europe,2015.0,2018,12/1/2018,148.0,"EUR, 2017",1.3,1
550,13952,Hamburg U4 to HafenCity U,Rail,Metro,Germany,DEU,Europe,2007.0,2012,11/1/2012,326.0,"EUR, 2010",3.9,2
551,13963,Houston Green Line,Rail,Light Rail Transit,United States of America,USA,North America,2009.0,2015,5/1/2015,587.0,"USD, 2012",5.2,7
552,13974,Houston Purple Line,Rail,Light Rail Transit,United States of America,USA,North America,2009.0,2015,5/1/2015,728.0,"USD, 2015",10.8,11
553,13980,"Jacksonville Skyway Express ASE AGT, 1982-2000",Rail,Light rail,United States of America,USA,North America,1982.0,2000,11/1/2000,137.3,"USD, 1994",4,8
554,14050,Seoul - Busan (Gyeongbu high-speed railway phase I and II),Rail,Highspeed,Republic of Korea,KOR,Asia,1991.0,2004,3/1/2004,22000.0,"KRW,1999",408,
555,14051,Beijing - Tianjin,Rail,Highspeed,China,CHN,Asia,2004.0,2008,8/1/2008,2340.0,"USD, 2008",117,9
556,14085,"ERTMS, Västerdalsbanan",Rail,,Sweden,SWE,Europe,,,1/1/2014,117.0,"SEK, 2014",,
557,14086,Kalix-Morjärv-Boden,Rail,,Sweden,SWE,Europe,,,1/1/2014,4082.0,"SEK, 2014",,
558,14093,Umeå ny godsbangård inkl om-byggnad av personbangård,Rail,,Sweden,SWE,Europe,,,1/1/2013,1321.0,"SEK, 2013",,
559,14094,Förslöv Ängelholm,Rail,,Sweden,SWE,Europe,,,1/1/2013,857.0,"SEK, 2013",,
560,14095,Trädsäkra järnvägar,Rail,,Sweden,SWE,Europe,,,1/1/2013,494.0,"SEK, 2013",,
561,14096,"Emmaboda–Karlskrona/Kalmar, fjärrblockering samt spårupprust-ning och hastighetsanpassning till 160 km/h",Rail,,Sweden,SWE,Europe,,,1/1/2013,956.0,"SEK, 2013",,
562,14097,"Gävle–Sundsvall, ökad kapacitet (inkl. planering Dingersjö)",Rail,,Sweden,SWE,Europe,,,1/1/2013,679.0,"SEK, 2013",,
563,14098,"Stockholm C, förstärkt kraftför-sörjning",Rail,,Sweden,SWE,Europe,,,1/1/2013,345.0,"SEK, 2013",,
564,14099,"Eskilstuna, omformastation",Rail,,Sweden,SWE,Europe,,,1/1/2013,108.0,"SEK, 2013",,
565,14100,"Kil–Skåre, ny mötesstation",Rail,,Sweden,SWE,Europe,,,1/1/2013,134.0,"SEK, 2013",,
566,14101,Södertälje Hamn bytespunkt,Rail,,Sweden,SWE,Europe,,,1/1/2013,1143.0,"SEK, 2013",,
